VIN (1-10),County,City,State,Postal Code,Model Year,Make,Model,Electric Vehicle Type,Clean Alternative Fuel Vehicle (CAFV) Eligibility,Electric Range,Base MSRP,Legislative District,DOL Vehicle ID,Vehicle Location,Electric Utility,2020 Census Tract
KNDCC3LG1N,King,Kirkland,WA,98034,2022,KIA,NIRO,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,45.0,186834644,POINT (-122.22901 47.72201),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022005
5YJ3E1EBXN,King,Bellevue,WA,98004,2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,41.0,219428079,POINT (-122.1872 47.61001),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023902
5YJ3E1EA8N,King,Seatac,WA,98148,2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,33.0,224364626,POINT (-122.32806 47.46155),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033028500
1G1FY6S05M,Clallam,Port Angeles,WA,98363,2021,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,24.0,154451461,POINT (-123.46296 48.11653),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLALLAM COUNTY,53009000600
5YJYGDEE6M,King,Medina,WA,98039,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,48.0,179312584,POINT (-122.23892 47.61613),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033024200
5YJSA1E21H,King,Kirkland,WA,98033,2017,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,210,0,48.0,291994734,POINT (-122.2066 47.67887),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022502
1N4AZ1CPXK,Whatcom,Bellingham,WA,98225,2019,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,150,0,42.0,475511228,POINT (-122.47122 48.75235),PUGET SOUND ENERGY INC||PUD NO 1 OF WHATCOM COUNTY,53073000501
5YJXCBE46G,King,Newcastle,WA,98059,2016,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,200,0,41.0,4196909,POINT (-122.15771 47.50549),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033025005
5YJSA1H10E,Pierce,Tacoma,WA,98422,2014,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,69900,27.0,100860658,POINT (-122.41666 47.30682),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,53053940011
5YJYGDEF6L,Clark,Washougal,WA,98671,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,291,0,18.0,152399775,POINT (-122.35341 45.57923),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040510
